4096 2048
377 690 1491 1968 2740 3185
254 704 1636 2555 3063 4031
437 461 2288 3550 4073 4076
1092 1488 2063 2430 3386 3469
418 482 1527 1992 2871 3169
374 1250 1521 2305 3532 3729
159 617 976 2390 3010 3828
189 293 853 863 1326 2681
176 2434 3012 3358 3463 3979
451 716 852 926 1541 3961
592 846 1023 1338 2450 3796
486 1454 1732 2101 3723 4022
124 2199 2557 3038 3450 3898
418 522 1121 2296 3007 3646
1247 1662 2324 2609 2770 3260
628 943 1143 2423 3728 3799
182 304 1654 2631 3226 4077
484 1249 2317 2907 3722 4083
387 1399 1932 3376 3512 3599
1592 2909 2995 3109 3212 3755
54 671 1566 1956 2668 3577
1068 2487 3195 3530 3948 3976
2019 2411 2754 3041 3198 3918
228 434 1021 1561 2966 3134
754 976 1353 1775 2503 2819
71 1538 2162 2759 3169 3930
24 62 1540 1644 2965 3888
910 991 1349 1930 2522 4088
699 1214 1859 3231 3446 3900
229 631 1212 2843 2862 4093
509 596 2886 3342 3789 3939
579 1831 1908 2194 2621 3537
5 1359 2099 2302 2532 2786
507 888 906 1033 1650 3920
1043 1436 1650 2152 3901 3947
497 1094 2521 2639 2925 3332
316 2069 2547 3776 3801 4073
118 1854 2046 2784 3269 3409
136 237 1385 1830 3082 3464
717 1238 1637 2509 2778 2960
1037 1521 1750 2670 3085 3529
322 920 1720 3072 3118 3684
1440 1472 1988 2394 2879 3005
167 1512 1629 2111 3835 3934
89 545 860 1394 3344 3704
1325 1397 1706 2659 2810 2923
1342 2564 3038 3044 3297 3817
438 560 1853 2347 2899 3461
467 610 862 1526 1932 2000
41 1541 1933 2031 2406 3255
483 551 640 1474 3192 3657
192 1068 1286 2090 3019 3605
181 1248 1701 1761 2267 3936
948 1565 2293 2706 3291 3593
1543 1659 1671 1732 3205 3766
412 624 843 2350 2471 3617
366 1438 2044 2806 3127 3507
179 524 531 2615 3261 3760
999 1189 1282 1462 2479 4027
164 495 1322 2352 2644 3988
515 1153 1620 2915 3372 3384
1831 2184 2954 3225 3462 3806
917 1952 2117 2538 3791 3907
1038 1674 1957 2883 3593 3743
33 1586 2313 2498 2913 3730
579 1042 1460 2113 2954 4013
560 1530 2001 3217 3554 3768
138 1181 2120 2196 2452 3322
2 475 1961 2666 2968 3970
97 960 1247 1451 2376 3667
1163 2176 2669 3725 3908 4019
12 337 1682 3415 3859 4012
29 513 1230 2531 2783 3475
1234 1810 2119 2887 2947 3635
1206 1432 2663 2832 3845 3893
194 597 602 3473 3480 3762
199 234 1082 3403 3774 3953
309 1363 2628 2728 3270 3468
494 689 1065 1980 3663 3983
1040 1514 1883 2535 2673 3592
400 640 1002 2302 2707 3142
1491 2856 2924 3161 3313 3873
272 1269 2201 3271 3297 3813
127 926 1151 2623 3019 3740
588 904 1691 2676 3697 3726
547 634 809 2421 2810 3762
435 527 842 1310 3371 3642
214 829 878 1899 2505 3350
348 780 2133 3111 3344 3923
75 452 614 1666 1955 3127
683 1407 2043 2889 3534 3751
316 834 864 2422 2720 3937
1822 1957 2654 3463 3603 3929
12 325 1696 1925 2476 3055
1341 1545 1952 3427 3448 3568
922 3107 3482 3623 3720 4024
960 1214 2437 3345 3771 3879
63 297 758 1858 2069 4055
588 816 1638 1660 2946 3126
67 574 1317 2920 2938 3968
1118 1471 1791 3291 3761 3847
316 1400 2157 3131 3693 4052
970 1361 1561 2423 2817 3049
244 362 395 556 1659 2803
654 1907 2039 2200 3508 4012
255 963 1445 1804 3053 3528
148 882 1950 2795 2831 3156
54 169 416 838 1108 1899
880 1385 1496 2465 3311 3868
203 1454 1629 2609 3229 3626
1232 1555 1558 2513 3329 3606
538 551 1336 1462 3234 3498
146 1597 1671 2038 2155 4053
480 539 1103 1776 3062 3833
1440 1487 2417 2661 3533 3708
1497 2396 2442 3240 3904 4025
924 948 964 1159 2367 4085
134 1820 2649 2650 3377 3537
11 695 1968 3166 3415 3630
812 2049 2903 3111 3249 3874
553 784 1564 3406 3571 3637
121 1405 2384 2392 2876 3961
32 701 1389 1861 2766 3942
1335 1357 2812 3207 3606 3999
343 973 1847 1979 2201 2897
413 1295 1598 2596 3104 3836
472 2363 2605 2607 2847 3150
1319 2096 2217 2291 2336 3807
1053 1086 1157 2140 3071 3216
253 290 657 3074 3144 3511
1057 1139 2040 2835 3093 4082
1475 1757 2538 2666 3811 4007
399 503 1657 2811 3669 3954
146 851 976 2594 2898 3570
1007 1030 2383 2798 3002 3369
775 1234 1262 1665 2492 3502
443 1769 1813 2483 3368 4000
223 1724 1966 2665 2750 4083
40 398 408 804 1437 2481
87 1859 1906 1958 3106 3778
1528 2967 3060 3083 3232 3437
656 1808 1871 3494 4050 4078
992 1182 1344 1425 3075 3168
47 607 1495 1536 2754 3673
1366 2109 3158 3673 3790 3966
1846 2148 2284 2860 3223 3904
26 1201 1317 2602 2745 3213
228 885 1856 2078 2570 3033
2533 2752 3092 3386 3660 3688
215 911 1097 2086 3723 3869
883 1326 1784 3023 3272 3445
754 1259 1489 1985 2396 4005
517 702 1542 1544 1844 2282
369 566 919 2674 3260 3663
1100 1712 1752 2013 2779 3129
978 1709 2170 2815 3116 3422
1378 1961 2065 3344 3726 4092
1238 1845 2732 2914 3760 4026
244 899 1471 3067 3456 3627
503 2255 2705 3556 3647 3953
389 800 801 1227 1660 3842
368 821 1860 2116 3480 3959
564 1380 1525 1756 2746 3385
655 774 1135 2574 2696 3471
1031 1095 1733 2149 2468 2974
21 99 375 2588 3335 3895
716 1461 1472 1705 2955 4044
92 529 1125 1446 1730 3339
1169 1537 1560 1678 2226 4095
35 80 1012 1241 2178 2687
220 1125 1293 2356 2378 3988
1126 2753 2857 3050 3099 3578
1002 1907 1936 2040 2682 2945
692 694 864 871 2322 3158
519 1188 2516 2691 2859 2904
607 847 1072 1687 2701 3656
145 702 715 3152 3710 3893
283 1636 1862 2463 3126 3569
367 811 1931 2200 2453 3523
91 991 1098 1649 2847 2940
308 406 1605 2278 2850 3338
130 550 2511 3032 3116 3160
405 833 2057 2539 3153 3923
5 412 897 1244 1467 3695
93 680 2003 2625 2663 3744
60 281 1025 3756 3914 3962
287 1321 2204 2408 3740 3988
686 1789 2589 2647 2923 3233
1132 1168 1435 1719 1976 3302
382 724 1745 2504 2834 3168
498 589 1098 2032 3143 3819
29 52 1249 2228 2988 3063
128 177 317 857 1648 1667
114 431 470 697 2872 3688
665 722 1713 2075 3394 4030
2688 2775 2951 3256 3444 3675
1044 1524 1782 1805 1933 3809
912 1704 1898 2774 3429 3541
684 1747 1779 1927 2588 3709
445 947 1586 2010 2107 2916
488 848 985 2245 2804 2957
365 1709 2118 2188 2300 2307
579 1495 1599 2281 2730 2798
783 1014 1279 1799 3432 3581
602 756 1428 1579 1946 2910
386 561 787 939 2402 2823
327 1374 1621 1656 2612 3950
968 1316 2169 2716 3196 3815
2088 2181 2493 2541 2937 3738
1006 2334 2825 3172 3267 3432
493 896 1787 2355 3357 3368
2155 2474 2535 2671 3095 3645
115 599 962 1157 2454 3388
389 816 1054 2011 2777 3875
760 849 2622 2850 2963 3564
137 295 706 950 2905 3560
597 2018 2584 3880 3977 4062
635 1195 2094 2457 2592 3621
577 1292 1730 2429 2718 3849
18 798 1798 2278 2460 2715
1308 2921 3087 3393 3689 4001
1600 2294 2984 3049 3788 4068
140 631 2606 2687 3637 3742
1 2760 2803 2863 3891 3979
540 1057 1094 1782 3139 3730
442 488 1323 1746 2909 3992
21 666 1505 2433 3574 3952
931 1156 1934 2758 3039 4093
639 827 1123 1152 1887 2555
56 932 1826 2716 2781 3528
713 740 2128 2402 3590 3992
530 894 1345 2392 2724 3863
9 376 2281 2782 2853 3760
1523 2772 2922 2970 3027 3252
176 1146 3239 3679 3990 4017
931 996 1216 1678 1815 3275
1047 2785 2794 2880 3814 4015
1037 1673 1683 2123 3170 3617
182 372 1578 1966 2073 2707
679 709 1179 2400 3290 3850
141 490 1505 3380 3509 4038
403 1055 1815 3945 3978 4041
707 1911 2985 3519 3816 3894
2349 2467 3024 3269 3758 4023
50 980 1084 2938 3180 3560
356 769 773 1280 2642 3389
80 233 291 952 1046 3989
1164 1301 1553 1714 2299 2865
727 1135 1639 2041 3096 3305
437 1891 2345 2801 3245 3533
62 314 425 1364 2666 3923
238 370 1838 2289 2907 3295
1 410 1102 1431 2695 2828
14 776 1048 1713 2295 3148
285 1209 1681 2379 2512 3676
345 1917 2449 2881 3816 3925
358 532 1780 2704 3227 3410
194 1315 1616 3779 3843 3886
824 1106 1481 2149 3209 3939
40 1516 1611 2139 2840 3410
1506 1616 1720 1992 3562 3714
2013 2856 2891 3492 3566 3622
1436 1700 2304 2576 2720 3048
523 852 998 3075 3423 3461
245 357 390 1289 1878 3714
1259 1416 1656 3209 3235 3808
1022 1944 2018 2619 3030 3307
200 310 914 1207 2373 2818
638 777 1556 3073 3378 4052
67 726 1503 2563 2643 3697
447 1215 2185 2231 3426 3585
99 136 740 2483 3347 3723
1133 1222 2368 2755 3403 3513
2198 2447 3235 3475 3515 3869
619 850 1258 2793 3797 4067
1918 1922 2146 2287 2550 3538
1781 2867 2999 3345 3506 3944
387 884 925 1562 1698 3283
500 1168 1275 1754 1768 3089
421 586 1099 1636 2048 3250
208 463 1179 1993 2478 3681
16 2381 2614 3119 3128 3392
191 927 1602 1735 2007 2445
1041 1306 2231 3103 3618 3905
190 341 445 472 2175 2468
111 850 929 1232 1537 4000
735 1949 2074 2509 3867 4092
1141 2160 3502 3650 3970 4072
246 302 2136 3045 3385 3793
783 854 1009 1197 1861 3935
1754 2308 2546 2596 3214 3469
597 1045 1306 2644 2735 3567
2333 2464 3121 3428 3485 3529
245 1315 1726 1934 2326 3305
238 1904 3113 3172 3957 3977
946 1173 1223 1900 3501 4007
672 2557 2783 3092 3433 3559
11 559 1466 2481 2982 3768
38 76 226 1312 2794 3666
582 2549 2559 2991 3273 3277
787 1001 1227 1705 2519 3843
219 391 500 572 623 2838
1048 1953 2651 3158 3485 4000
373 804 836 856 2026 3118
451 549 850 2455 2678 3449
8 630 1829 2037 2592 4025
687 713 833 1871 2349 2916
1477 2057 2269 2944 3068 3308
1907 2014 2611 2973 3669 3994
1093 1101 1126 1259 2208 3784
975 1522 2257 2726 3318 4009
2570 3020 3096 3832 4017 4080
380 1700 3349 3514 3552 3659
1024 1410 1897 2015 3733 4082
751 973 2202 3026 3184 3977
400 496 2896 3030 4022 4043
84 1739 2667 3489 3500 3826
606 941 1690 2285 2672 3778
2104 2503 2744 2819 3051 3758
226 1733 2183 2509 2516 2960
1338 1453 2078 2660 2863 3499
174 764 1079 2023 2646 3230
1292 1833 1840 2427 2959 4072
168 1411 1963 3244 3466 3609
564 2156 2462 2730 3531 3639
1783 1816 2275 2432 2827 2864
293 1249 1478 2769 3000 3680
685 1386 1576 2557 2697 3926
616 776 1025 1361 2182 3266
901 958 2622 2653 2932 4024
114 1621 2604 3407 3981 4065
376 440 1569 1990 2471 4037
721 2161 2487 2831 3887 3890
300 754 1585 2052 2377 3206
6 992 1375 2259 3588 3861
713 1156 1171 1333 1610 2877
893 1182 1560 1612 1644 3677
438 2184 3011 3241 3350 3504
704 1302 2268 2304 2399 3505
356 1047 1921 2793 3205 3906
55 180 2258 2271 2376 3759
1372 1426 1691 3289 3339 4015
674 1261 1495 1811 2621 2867
129 556 574 1770 2229 2874
382 947 1125 1538 1580 3585
289 1154 1164 1327 1722 2636
328 1112 1582 2650 2780 3795
779 866 1016 1217 2780 3105
3 446 691 887 1113 2987
96 886 1871 2099 2774 3007
789 1748 1995 2230 2344 2696
1268 1657 1784 2972 2989 3827
386 539 553 1305 2918 3847
551 2295 2890 3021 3261 3781
2154 2368 2928 2949 3600 3914
223 638 1128 1235 2081 2692
382 434 1482 2464 2631 3088
270 903 2089 3046 3293 4079
219 1601 1677 2017 3521 3853
262 2502 2603 2839 3576 3870
815 974 1026 1375 1442 2930
440 696 990 2293 3220 3842
69 268 552 2880 3455 3640
326 900 2003 2687 2709 2837
528 678 1287 2366 2792 3701
117 205 1668 2011 2247 2874
241 1547 2212 2229 3503 3860
787 1093 1864 2187 2895 3948
123 381 580 2076 2174 3661
479 1550 2159 2569 3174 3205
276 1473 2342 2365 3084 3142
1114 1697 1835 1901 2126 2825
156 532 918 1364 1686 1847
222 806 2299 2961 3367 3499
1026 1273 1278 1949 2040 3068
115 718 924 1448 2778 3667
436 510 646 702 1499 1918
432 995 1212 1417 2201 3259
697 1669 1980 3299 4028 4048
1122 2343 2459 3219 3470 3530
1812 2522 3407 3659 3748 3945
132 550 1019 1033 3374 3642
439 1385 2072 2695 3138 3157
936 1012 1578 2473 3926 4019
491 672 2167 2579 2605 3299
1121 1972 2327 3224 3281 3740
1037 2314 3183 3574 3764 3809
427 554 959 1489 2402 4088
749 1559 3292 3464 3613 3718
1174 1192 1552 1620 2338 2399
273 2218 2630 3012 3569 3728
821 1191 2427 2446 2526 3903
2466 2822 3010 3211 3649 3693
333 461 1233 1857 2418 2634
173 798 1517 1906 2711 3721
1433 1982 2235 2973 2979 3427
1053 2407 3163 3480 3945 3975
5 273 881 1110 1877 2114
927 2620 2725 3629 3790 3819
422 565 935 1983 2279 3731
1488 1779 2067 2177 2547 3973
1486 2323 2599 2873 3419 3612
1028 2221 2675 2980 3039 3319
618 1986 2244 2310 2885 3215
19 205 2142 2385 2574 2591
583 2197 2204 2625 2977 4021
309 455 1373 1604 1811 4054
1080 1613 1640 1825 2104 3491
49 512 1655 2692 2927 3023
1669 1990 2032 2151 3263 3698
1390 1469 1948 2233 3151 4047
1641 2326 2747 2992 3911 4020
83 434 1824 2077 2397 3518
1092 1486 1625 2534 2836 3319
444 720 1219 1324 2713 3545
25 557 1321 3597 3657 3668
172 387 2161 2268 2553 3386
423 576 646 1956 2432 3320
405 685 2091 3029 3538 3597
1051 1083 2114 2243 2976 3307
96 1011 2342 3301 3516 3804
611 1301 1611 2228 2812 3282
732 2761 3174 3453 3563 4031
195 358 1721 3300 3485 4081
194 439 2232 2248 2529 3879
567 1030 1169 1282 2729 3012
874 2221 3043 3274 3434 4028
658 730 1006 1698 2755 3682
869 1429 1695 3002 3436 3750
691 783 983 2560 3167 3206
197 827 1458 2339 3050 3505
1060 1189 1428 2558 3467 3513
221 285 1621 2333 2713 2802
840 1175 1178 2295 2534 3064
742 805 2565 3200 3373 3925
2160 2256 2785 2800 3446 3915
87 220 1598 2055 2758 3048
149 580 1804 2246 3215 3237
1061 3018 3361 3458 3955 3992
443 1395 1941 2348 2499 3836
627 689 3315 3322 3378 4079
61 375 613 2234 2829 3834
586 1943 2097 2403 2808 3133
73 603 1767 2747 2788 3515
544 1501 2579 3343 3365 3916
394 1937 2415 2638 3113 3644
150 706 949 1520 2335 2448
46 115 650 901 1103 3324
630 710 915 1663 2102 3612
531 1300 1398 2748 3036 3102
791 1293 1523 1869 2066 3589
770 883 1279 1369 1920 2678
983 1026 2179 2351 2842 3845
424 793 1962 2492 2889 3154
413 828 2990 3384 3883 4050
240 254 469 508 2000 3499
707 768 2371 3140 3188 3890
53 1424 1835 2081 3704 3754
204 242 1217 1529 1799 2974
750 1403 1875 2913 3433 3986
576 640 967 1465 3189 3727
610 1064 1198 1910 2067 3191
514 542 1167 2259 2654 3352
391 999 1133 2337 3222 4026
1412 2572 2599 3024 3330 4087
1192 1457 1498 2224 3038 3496
410 525 840 1626 2237 2799
338 1290 1722 2308 3374 3436
397 1053 1251 1527 2594 3379
155 525 2056 2914 3821 3898
449 731 808 933 1688 3941
543 1045 1087 1189 1236 1242
629 633 1228 2068 2349 3546
148 879 986 1137 1493 1967
26 2257 2408 2768 3476 3640
529 1114 1500 2153 3415 3777
306 1162 1326 2928 2997 3054
460 2216 2310 2321 3280 4094
1201 1442 2332 2477 2712 3238
83 583 1685 2048 2447 3020
394 481 1997 2065 2544 3858
335 2057 2168 2315 3081 3749
682 1361 1955 2151 2970 3236
448 897 968 1865 3026 3275
457 2319 2552 2800 2816 3417
16 139 1140 2267 2796 2806
484 1368 1432 2838 3283 3658
167 869 2165 3857 4033 4040
14 588 1794 3144 3337 3878
168 883 954 2479 2711 2841
140 206 979 1013 2255 3753
680 1892 2195 2440 2651 2913
34 930 1863 1977 3079 3109
109 128 268 426 898 1345
348 2548 3084 3164 3176 3734
1154 2409 2424 3620 3734 3952
404 1758 2041 2283 3694 3914
339 756 1982 2007 3255 3351
762 1109 1144 1329 2635 3321
379 1088 2140 3053 3190 4057
1034 1368 1503 2151 3404 3447
242 694 1079 1254 1850 2969
550 1356 1506 1940 1989 2829
14 477 589 919 1416 2176
457 1046 2087 2179 3185 3579
290 1602 2448 2485 3311 3595
995 1737 2371 2693 3582 3612
424 1741 2120 2844 2902 3860
1346 1780 1892 1976 2497 4085
521 1108 2765 3522 3682 3939
1206 1827 2062 2486 2914 3195
1348 1352 1427 1433 3088 3496
708 1141 1830 2157 2654 2741
39 464 1049 1954 2871 3818
284 398 468 1728 2841 3498
810 1153 3424 3535 3583 3773
164 1214 2289 2568 3292 3413
828 1163 2626 2848 2979 3418
676 728 2987 3353 3844 3967
36 1007 2044 2859 3134 3887
129 2062 2921 3114 3770 3830
346 728 1575 1581 1772 2736
431 868 1320 2744 3265 3973
380 1736 2565 3015 3719 4028
1138 1204 2058 2170 2847 3807
608 1414 1649 2771 2984 3289
1238 2442 3021 3083 3933 3938
413 745 1339 1565 2330 3729
1273 1669 2061 2772 2839 3369
807 1058 1548 1731 2076 3707
287 1338 1484 2664 3285 3524
887 1178 1200 1240 1592 2573
162 1055 2098 2416 3240 3779
915 975 1673 1710 2616 3192
1202 1810 1869 2817 3162 3624
416 537 561 2284 3302 3402
41 687 712 2346 2926 3100
1330 1674 1902 2019 2929 3177
228 309 1147 1496 3222 3428
546 1216 1886 2002 3441 3556
232 770 2804 3222 3597 3875
768 907 1023 2033 2135 3803
444 1588 1596 1872 2521 3243
902 2283 2567 2837 3356 4031
127 348 998 1254 1608 2468
343 465 562 2373 2606 3144
650 968 3003 3072 3312 3431
467 1121 1333 2444 2903 3610
1002 1612 1768 2028 3516 3874
329 353 1688 2106 3855 3989
231 1465 2277 2411 2595 2683
157 2160 2540 3296 3624 3858
806 1296 1814 2365 3349 3958
161 693 1757 2220 3580 3901
535 875 1014 1980 2824 3623
656 720 1191 2296 2628 3052
192 307 1060 1822 2164 2530
108 1923 2014 2070 2346 2981
11 315 1868 2143 3091 3481
460 1196 1820 2613 3208 3238
593 840 1528 2721 2749 3364
272 590 3221 3594 3639 3899
32 214 264 823 1182 2399
248 468 817 2852 3283 3573
873 1619 2120 2307 2898 3848
832 922 2790 3051 3449 3662
517 664 1327 2717 3081 3247
1017 1243 1468 2874 3079 3885
78 231 2134 2340 3107 3488
792 1193 2065 2542 2876 3040
2 1054 3349 3409 3483 3889
409 886 1315 2089 2945 3332
88 1825 1894 1974 2071 3401
1393 1504 3084 3356 3523 3724
509 555 1066 2285 3766 3881
266 758 1672 2894 3628 3650
516 1266 1580 2042 3670 3813
511 876 1806 2657 2925 3316
104 1325 1832 3351 3651 4065
949 971 1420 2158 2855 4041
345 1039 1314 2071 2138 3682
27 941 1087 1232 2359 3238
185 204 916 1350 3394 3717
452 609 905 2554 2632 3262
911 1398 3251 3434 3708 3807
26 306 1374 1624 2551 2734
64 822 1127 1171 2080 3827
224 334 1388 1959 2866 3481
757 1152 1557 2100 3023 3525
643 800 845 2343 3018 3746
191 1902 2484 3021 3301 4094
97 666 1231 1595 3016 3895
56 276 400 2536 3248 3306
714 1235 2195 2624 3897 4027
585 745 907 2022 2326 3532
39 155 410 538 660 3573
207 326 333 594 2035 3795
321 404 1220 3169 3493 3805
63 3190 3323 3400 3712 3778
242 917 1689 2112 3200 3754
718 2070 2445 2756 3076 4014
498 2193 2958 3037 3071 4029
1003 3171 3271 3599 3631 3922
34 792 2103 2154 2868 4076
1185 1313 1434 2256 2458 2572
147 192 777 872 1313 1786
353 1302 1712 1922 2763 2829
58 1651 2093 2303 2543 3746
1504 1915 1921 2352 2751 3997
446 733 983 1205 3595 3744
1061 1218 1286 2403 2647 3381
48 171 292 1102 1790 3166
30 466 2036 2145 2618 2756
428 753 1044 1996 3233 3698
1510 2279 2707 3008 3148 4073
793 973 1417 2013 2904 3699
1439 1497 1777 1911 2790 3679
127 738 880 2303 2553 3590
1 1519 1705 1842 3303 3575
511 733 2210 2714 3739 3786
74 615 1208 2331 2501 3232
22 479 548 1729 1936 2971
1147 2369 2516 2727 3716 3815
489 2016 2669 2927 2984 3675
861 3182 3619 3667 3671 3707
190 1772 2451 2797 2912 3743
144 1151 1658 2789 3511 3765
725 1849 1938 2987 3210 3316
282 535 775 2981 3340 3817
239 491 937 1116 2241 2989
1076 1086 1158 1228 3293 3865
953 1271 2115 2272 3917 4021
423 735 951 1572 1934 3449
1080 1263 1711 1839 3172 3866
928 1445 2462 3203 3710 3916
536 1292 1697 2461 2920 3207
904 1348 1666 2791 2884 3672
281 895 1144 2410 2522 2845
1134 1289 2536 3341 3378 3458
19 1890 1916 2407 2550 2699
600 1956 2272 2305 3017 3170
1235 1306 1478 1684 1767 2124
193 265 674 3493 3540 4009
562 670 1109 1836 3509 3763
1075 1963 2193 2247 2276 2380
595 823 1418 2022 2413 3083
703 1372 1909 2553 2872 3494
209 296 595 1694 2078 3320
463 1457 1585 3029 3080 3259
477 2260 2433 3123 3179 3355
350 466 1850 2088 3173 3622
61 256 518 921 3444 3608
248 805 1558 1893 2087 4087
270 1263 2139 2530 3810 3837
271 1248 1397 1882 2143 3571
903 1501 1727 2518 2975 3983
909 2231 2752 3286 3375 3770
1005 2075 3138 3333 3689 3722
23 1579 1916 2321 2906 3993
409 1905 2600 2606 2787 3848
838 1190 2515 2983 3585 3662
332 825 1017 1598 2060 3474
635 727 1092 1344 1409 3139
1477 1747 1828 2576 3391 3821
354 634 1819 3429 3528 4064
229 648 863 1020 2196 3719
1465 2456 3160 3296 3425 3934
264 370 1040 1651 1782 3706
33 207 1884 2947 3059 3068
506 1835 2130 2222 2944 3663
1293 1435 1607 1661 2685 3890
599 817 1354 3311 3526 4041
249 845 2843 3006 3212 3800
45 738 1210 2440 3822 3829
896 1205 2016 2698 3345 3873
152 1365 1431 1524 1785 2193
48 137 237 378 2528 2844
207 1545 1940 2017 2185 3660
971 1285 2179 2436 2737 3061
280 986 1068 1131 2406 2425
360 591 803 1231 2719 3264
18 601 1699 2508 3702 4039
1137 1575 1583 1622 3453 3641
698 1328 1796 1931 2375 3632
145 781 1451 2517 3501 3872
521 1889 3287 3397 3600 3798
610 1476 1929 2818 3221 3769
790 1015 1099 1821 1919 2921
612 1193 2467 2491 2657 2727
521 972 1513 2533 3604 3637
187 1353 1874 1897 2147 2494
267 527 667 1444 1596 3942
266 506 744 1067 1850 2325
120 678 2743 3175 3592 3980
1041 1146 1367 1973 2507 3103
88 2147 2480 2931 3337 3591
56 586 959 1595 1638 3651
332 1035 2363 2486 3459 3644
1008 1329 1995 2122 2141 3145
427 1787 2172 2573 2873 3684
1476 1928 1987 2578 3258 3862
781 819 1630 2273 2858 3714
751 2228 2274 3329 3792 4061
412 605 1149 2484 2898 3317
1549 2240 2508 2769 3698 4086
241 530 744 1298 2426 3225
81 621 868 958 1200 3900
200 336 1024 1575 1652 3028
1097 2000 2928 2963 3228 3280
662 865 1719 2056 3196 3932
1038 1341 1370 3007 3271 4055
1039 2016 2489 2875 3372 3891
77 1849 2045 2086 2611 2690
1225 1305 2194 3040 3301 3655
3042 3069 3787 3789 3901 4011
636 658 1272 1399 1485 2718
1065 1631 1951 2810 3008 3165
90 225 936 3252 3254 3289
1498 1534 1937 2694 3047 3927
1539 1788 1870 2127 2641 2680
778 916 1753 1765 2415 3658
123 767 1502 2323 2758 3015
384 1603 2020 2101 2240 3112
1396 1852 2122 2467 2559 3954
41 1234 1318 1872 2513 2668
273 776 861 1309 1897 2745
620 1538 1642 1975 3818 4081
454 752 765 1378 2359 2986
1317 1902 2446 3151 3236 3919
782 1158 1517 1950 2187 2795
130 318 1443 2058 2684 3547
15 206 282 791 1343 3950
865 1551 1618 2932 3064 3824
1091 2159 2285 2374 2754 3390
48 150 490 632 1512 3005
1377 1916 2587 3553 3649 3655
138 170 879 1147 1962 3401
152 1111 1466 2294 3348 3665
966 1851 1910 2135 3075 3576
1335 1455 1492 1904 2496 3484
546 594 759 1526 1827 3049
422 753 2939 3486 3669 3827
492 1395 1824 1892 1970 2543
1201 1805 1930 2482 2619 2645
99 1802 2172 3176 3811 3817
499 2444 2908 3031 3135 3837
85 668 727 2170 2667 3245
977 1371 1534 2843 3174 3692
8 123 416 1752 2430 2811
2023 2115 2655 3152 3326 3470
2298 2866 3557 3705 3783 3823
24 1424 2456 2723 3649 3809
21 322 1618 2854 3361 3569
485 742 779 2955 2965 3976
831 1106 1687 2439 3780 4064
82 657 1971 2435 3231 3517
365 464 592 734 1593 2448
78 458 1090 1626 2004 2280
2149 2311 3164 3430 3963 3995
461 489 599 867 889 1268
430 771 1798 2735 3641 3826
459 989 2480 2676 2678 3693
95 654 780 1276 1488 2570
52 913 1788 1879 2457 3188
442 1574 1576 2176 3287 3773
84 1005 1432 1617 2768 3039
1251 2657 2764 2821 3856 3985
87 611 2378 3441 3483 3709
542 543 1255 1693 3248 3965
947 961 1044 1184 1728 4004
28 1150 1178 2043 3325 3928
233 1422 2384 2693 3484 3909
799 1531 1546 1557 1912 3380
355 363 841 2868 3782 3998
203 627 863 1032 1391 2990
198 449 614 1820 1841 2567
1983 2034 2215 2742 2777 3428
89 177 216 1322 2583 3401
202 1294 1390 2473 3447 4067
255 1231 1269 2082 3241 3507
230 277 465 2099 2602 3390
256 1426 2030 2328 2686 3537
31 402 473 2814 3488 3685
327 1095 1210 1251 2060 2884
195 556 1085 1869 2346 2591
113 820 967 1714 2604 3880
175 1935 2142 2628 2949 3100
941 1832 2398 2805 3703 3748
330 526 1358 2079 3653 3864
878 924 1114 3086 3093 3171
379 1018 1054 2219 2258 2994
131 182 1233 1543 1670 2996
495 2235 2558 2964 3457 3604
672 1150 1720 1798 2419 2515
875 1492 2776 3602 3968 3994
210 414 2104 2544 3298 3881
595 637 1640 2098 2746 3115
173 1526 2089 2340 2377 3844
104 440 1069 1809 2581 3491
10 838 1964 1972 2749 4083
1173 1460 2367 2436 3548 3814
202 775 1042 1056 1939 2715
246 923 950 1001 2530 3354
395 456 2635 3001 3149 3369
209 490 596 725 3424 3801
818 929 1027 1071 2194 3621
511 2324 2586 2637 3331 3387
105 1033 1787 2434 2964 3319
606 1255 1413 2227 2957 4086
970 1111 1257 2101 2488 2684
803 1555 2613 3565 3811 4089
74 874 2108 2419 3614 3793
432 710 1016 2241 2288 2366
1772 2239 2264 2410 2942 3159
433 831 1319 1321 3028 3446
594 627 771 1954 3783 3854
912 1441 1463 2660 3791 4025
86 250 774 1394 1755 3508
260 411 1583 1634 2861 2944
1152 1706 2066 2098 2600 2879
992 2303 2765 2809 2953 3985
156 1410 1436 2544 2562 3710
705 837 1144 1239 1614 3210
274 1075 1898 1986 3050 4004
606 1170 1427 1813 2783 3277
1050 1608 1890 2143 2875 3022
512 604 825 1993 3466 3803
813 833 1876 1889 2006 2036
307 1013 2207 3278 3358 3375
601 1124 2084 2459 3292 3941
142 737 1340 1564 2309 2801
572 1230 1681 2150 2645 3968
330 851 1334 2172 3558 3825
126 476 663 847 1441 3340
53 284 415 2197 3614 3834
860 877 1723 1823 2417 3767
211 261 929 2475 3494 4016
300 569 1072 1389 2206 2789
351 647 2148 2171 2181 3878
85 940 1038 1307 1352 3951
1254 1281 1397 1475 3139 4061
501 1724 2135 2869 3650 3705
196 305 1126 1604 2925 3994
811 2518 2586 3352 3543 3550
988 1265 1299 2569 2659 3396
892 1018 1203 1211 1888 2992
77 2243 2618 2846 3309 4062
